IDCliente,Edad,Género,Ingresos,ScoreCrediticio,Transacciones,PagosAtrasados,DeudaEnOtrosBancos,MontoDePagoDeDeudasMensuales,MontoDePagoMensualEnTarjetaCredito,EstabilidadLaboralEnAnos,ViveEnZonaRiesgosa,SeAtrasoMasDeUnaVez
890,31,F,12943.0,383,27,3,37161,937,,0.0,No,0
891,41,M,7421.0,589,5,3,1044,877,,0.0,No,0
892,56,M,4759.0,370,3,3,12765,8738,,0.0,No,0
893,43,M,11292.0,474,4,0,18175,2462,,0.0,No,0
894,60,M,11076.0,762,29,3,48887,4493,,0.0,No,0
895,53,M,14321.0,694,25,0,961,6135,,0.0,Sí,0
896,56,M,9939.0,390,23,4,3749,7981,,0.0,No,0
897,33,M,9655.0,768,24,4,37333,2215,,0.0,Sí,0
898,55,F,9945.0,733,19,0,40284,5726,,0.0,No,0
899,49,M,6936.0,548,15,4,16973,5947,,0.0,Sí,1
900,23,M,9774.0,540,19,1,18372,8421,,0.0,No,0
901,51,F,3205.0,795,16,1,43799,1427,,0.0,Sí,0
902,25,F,5114.0,639,23,4,43393,6287,,0.0,Sí,1
903,47,F,13342.0,770,8,2,35757,1699,,0.0,No,1
904,44,F,,762,14,0,38433,2145,,,Sí,1
905,24,M,5816.0,574,5,4,4541,8198,,0.0,No,0
906,44,M,8188.0,314,1,0,30678,6958,,0.0,No,0
907,42,F,12545.0,340,19,4,18344,4272,,0.0,No,0
908,63,M,3808.0,507,5,1,45154,9421,,0.0,Sí,1
909,58,F,14851.0,359,3,2,8846,1823,,0.0,Sí,1
910,32,M,4603.0,664,17,0,33846,3984,,0.0,Sí,1
911,42,M,14843.0,539,7,2,35842,8822,,0.0,No,0
912,39,M,4913.0,459,17,1,42315,8461,,0.0,No,0
913,35,M,2419.0,696,26,3,5029,3771,,0.0,Sí,0
914,29,M,3167.0,799,13,3,16272,500,,0.0,No,0
915,40,F,3144.0,508,22,0,48613,5606,,0.0,No,0
916,68,M,3167.0,432,22,1,23770,7939,,0.0,Sí,0
917,62,M,10752.0,680,14,0,13104,5607,,0.0,No,0
918,56,M,10368.0,732,23,0,15855,2750,,0.0,No,0
919,42,M,,688,12,0,37524,1312,,,Sí,1
920,27,M,6891.0,731,11,2,37463,2153,,0.0,Sí,0
921,47,F,12779.0,573,1,4,919,4736,,0.0,Sí,1
922,27,M,7536.0,650,27,1,42706,608,,0.0,No,0
923,51,F,2166.0,433,3,2,34526,5104,,0.0,No,1
924,63,M,4575.0,365,12,4,34599,1663,,0.0,No,0
925,30,M,3841.0,504,9,0,9363,3294,,0.0,Sí,0
926,46,F,2870.0,597,2,3,49511,5924,,0.0,No,0
927,55,M,13121.0,416,14,2,14255,1997,,0.0,Sí,1
928,58,M,11459.0,566,5,1,3810,6022,,0.0,No,0
929,62,F,3886.0,448,3,1,1440,3185,,0.0,No,0
930,26,M,1159.0,493,12,4,43879,1531,,0.0,No,0
931,30,F,8243.0,478,12,2,1719,4216,,0.0,No,1
932,54,F,11850.0,447,29,0,44213,7384,,0.0,No,0
933,31,F,4763.0,764,21,4,555,3706,,0.0,No,0
934,54,M,,304,7,1,42193,7259,,,No,0
935,26,M,2055.0,825,1,2,12112,4502,,0.0,Sí,1
936,25,F,1333.0,579,3,3,2297,8867,,0.0,No,1
937,56,M,4596.0,798,11,0,1535,9846,,0.0,Sí,1
938,57,F,8607.0,735,13,1,14931,5004,,0.0,No,0
940,64,F,12179.0,814,23,3,28634,3818,,0.0,Sí,1
942,50,F,2362.0,579,19,3,25485,7082,,0.0,No,0
943,49,M,1925.0,431,4,1,34729,3443,,0.0,Sí,1
944,24,F,6519.0,692,22,4,24587,5709,,0.0,Sí,1
945,36,M,3443.0,780,5,4,33747,1047,,0.0,Sí,0
946,51,F,11769.0,812,11,4,33040,9523,,0.0,No,0
947,31,M,4980.0,718,9,2,45543,2660,,0.0,Sí,1
948,67,M,8260.0,501,13,4,23641,7930,,0.0,Sí,0
949,64,F,11597.0,761,28,2,26573,7058,,0.0,Sí,1
951,36,M,12067.0,451,15,4,1688,8955,,0.0,No,1
952,68,M,1059.0,521,13,2,48088,8077,,0.0,Sí,0
953,43,M,3524.0,378,21,1,17979,3408,,0.0,Sí,0
954,34,F,4797.0,499,11,2,31803,6301,,0.0,Sí,1
957,44,F,2578.0,442,23,2,15123,869,,0.0,No,0
958,65,M,13598.0,688,5,1,23998,5123,,0.0,Sí,0
959,69,F,8201.0,673,22,3,5786,9105,,0.0,No,0
960,36,M,12297.0,351,16,4,30289,5875,,0.0,Sí,0
961,50,F,1707.0,434,4,0,5129,7212,,0.0,Sí,1
962,68,M,9165.0,710,25,2,28914,6727,,0.0,No,0
963,24,F,6277.0,769,19,1,25777,9822,,0.0,No,1
965,60,F,14811.0,824,23,2,8448,2203,,0.0,Sí,1
966,22,M,3413.0,343,29,4,49461,2935,,0.0,No,0
967,47,F,14651.0,696,2,3,27139,751,,0.0,No,0
968,66,M,14145.0,560,13,2,21718,2111,,0.0,Sí,0
969,60,F,12598.0,844,16,1,49030,8612,,0.0,Sí,1
970,25,F,8750.0,687,22,3,23581,7276,,0.0,Sí,1
971,59,F,3161.0,775,27,2,27993,9678,,0.0,Sí,0
972,29,M,14206.0,709,8,4,42048,5699,,0.0,No,0
973,59,M,12731.0,315,19,3,12923,546,,0.0,No,0
974,30,F,9800.0,401,3,1,13084,4961,,0.0,No,0
976,35,F,6439.0,324,17,4,22567,1571,,0.0,Sí,1
978,68,F,3364.0,317,21,3,32016,8645,,0.0,Sí,1
979,69,F,1184.0,631,25,2,11422,2691,,0.0,No,1
980,66,F,6324.0,396,21,4,1724,6960,,0.0,No,0
981,37,F,6483.0,311,23,3,30471,9949,,0.0,Sí,0
982,33,M,14527.0,310,17,0,2628,4774,,0.0,Sí,1
983,54,F,1245.0,462,25,4,27875,59,,0.0,Sí,1
984,20,M,9430.0,582,1,3,17734,9609,,0.0,Sí,1
985,44,F,9183.0,540,4,0,24109,6211,,0.0,No,0
986,32,M,6924.0,344,23,3,619,1338,,0.0,Sí,1
987,51,M,14702.0,554,27,4,13786,8658,,0.0,No,1
988,62,F,1519.0,366,15,0,28634,7001,,0.0,Sí,1
989,39,M,14901.0,341,12,3,21927,7948,,0.0,Sí,0
990,57,M,4907.0,683,25,2,9729,2471,,0.0,Sí,0
991,40,F,1276.0,533,17,0,22237,8911,,0.0,Sí,0
993,21,F,6101.0,338,16,2,35301,8754,,0.0,Sí,0
994,68,M,13501.0,310,13,0,41437,9174,,0.0,Sí,0
995,58,F,9797.0,708,11,3,21735,4520,,0.0,Sí,0
996,40,M,5573.0,407,15,4,34808,8101,,0.0,No,0
997,64,F,5603.0,393,29,0,17949,1730,,0.0,Sí,0
998,26,F,14386.0,383,16,0,20509,4339,,0.0,Sí,0
999,41,M,5053.0,357,6,2,29398,7879,,0.0,Sí,1
1000,38,M,7812.0,592,27,3,4268,8037,,0.0,No,1
1001,58,M,11904.0,315,26,4,35607,7800,,0.0,No,0
1002,63,F,7073.0,776,11,2,49619,3047,,0.0,Sí,0
1004,42,F,12853.0,736,5,2,47826,5225,,0.0,No,0
1005,43,M,11561.0,702,3,2,40944,1785,,0.0,No,0
1006,66,M,2717.0,685,26,2,39308,1962,,0.0,No,1
1008,26,M,13957.0,830,1,1,35511,9380,,0.0,Sí,0
1009,32,F,8313.0,592,15,2,27150,5965,,0.0,No,0
1010,56,M,12619.0,774,2,1,5642,2678,,0.0,No,0
1013,22,F,6714.0,461,20,4,1026,3123,,0.0,Sí,1
1014,26,M,1399.0,343,6,3,3592,3143,,0.0,Sí,0
1015,61,M,5763.0,382,12,0,987,2800,,0.0,No,0
1016,23,M,11755.0,838,21,1,15917,323,,0.0,Sí,1
1017,45,M,10714.0,818,16,3,7238,2202,,0.0,Sí,1
1018,62,M,10526.0,710,14,1,35515,6202,,0.0,No,0
1019,43,M,14582.0,640,4,0,8330,7442,,0.0,Sí,1
1020,45,F,11815.0,388,8,2,5650,1794,,0.0,No,0
1021,57,F,14760.0,529,12,3,37264,2342,,0.0,No,0
1022,32,F,7255.0,317,23,0,25217,3045,,0.0,Sí,1
1023,23,F,1238.0,580,14,3,49588,1307,,0.0,Sí,1
1024,44,M,4215.0,721,20,4,17807,1455,,0.0,No,0
1025,55,M,8541.0,637,26,3,25712,9154,,0.0,No,0
1026,21,M,,565,13,2,36489,9909,,,Sí,0
1027,28,M,4647.0,654,29,2,27865,5391,,0.0,Sí,0
1028,38,F,6408.0,659,5,1,24633,2539,,0.0,Sí,0
1029,47,M,10808.0,516,12,3,25275,3618,,0.0,No,0
1030,35,M,7340.0,620,10,4,1145,2378,,0.0,Sí,1
1031,52,M,3429.0,511,21,2,21963,9066,,0.0,No,0
1032,20,M,4652.0,502,19,1,9300,2205,,0.0,Sí,1
1033,29,F,10913.0,452,13,4,46697,1139,,0.0,No,0
1034,44,M,14803.0,728,9,4,20879,3591,,0.0,No,0
1035,47,F,7307.0,586,11,4,6242,4714,,0.0,No,1
1036,38,M,10464.0,620,5,0,13832,4714,,0.0,Sí,1
1038,38,M,6140.0,795,13,0,14285,4667,,0.0,No,0
1039,55,F,3878.0,448,10,0,28823,8457,,0.0,Sí,0
1040,57,M,2535.0,841,18,2,9097,8293,,0.0,No,0
1041,32,M,9727.0,781,29,3,47852,7854,,0.0,No,0
1042,35,M,7254.0,625,15,1,1992,7158,,0.0,No,0
1043,69,F,1948.0,328,20,2,36890,3973,,0.0,No,0
1044,46,F,14150.0,558,12,1,28790,9726,,0.0,Sí,1
1045,65,M,11834.0,374,4,3,29394,2269,,0.0,Sí,1
1046,55,F,4941.0,797,5,2,45058,2483,,0.0,Sí,1
1047,38,M,10213.0,715,8,4,49957,1213,,0.0,Sí,0
1048,34,M,7603.0,639,5,2,18376,4735,,0.0,No,0
1049,58,F,9625.0,607,1,3,23880,4429,,0.0,No,0
1050,68,M,2403.0,540,18,0,19984,9098,,0.0,No,0
1051,35,M,8819.0,552,19,2,13541,9773,,0.0,Sí,1
1052,54,F,4511.0,519,19,4,28975,9796,,0.0,Sí,1
1054,29,F,5878.0,635,22,0,8275,569,,0.0,No,0
1055,28,F,8506.0,328,9,2,36088,8095,,0.0,Sí,1
1056,65,M,14275.0,793,26,4,18889,1545,,0.0,Sí,0
1057,69,M,,801,1,3,40596,908,,,Sí,0
1059,37,M,13996.0,530,25,3,40016,4083,,0.0,No,0
1060,26,M,6060.0,401,20,4,40636,3340,,0.0,Sí,0
1061,18,M,4333.0,476,26,1,32155,6947,,0.0,No,0
1062,20,M,2602.0,531,3,2,6349,7039,,0.0,No,0
1063,38,M,9420.0,311,13,2,23347,7112,,0.0,No,0
1064,40,F,14472.0,485,6,0,3062,2425,,0.0,Sí,1
1065,26,M,13714.0,565,6,1,3852,7155,,0.0,No,0
1066,36,M,13409.0,434,29,0,13160,9205,,0.0,No,0
1068,63,M,12091.0,755,5,0,387,1872,,0.0,No,0
1069,69,M,1110.0,558,17,3,46891,4909,,0.0,No,0
1070,36,F,10436.0,403,29,1,39805,8397,,0.0,Sí,1
1071,40,F,7023.0,730,25,4,6910,815,,0.0,Sí,0
1073,44,M,11877.0,768,3,4,2003,2051,,0.0,Sí,1
1074,56,M,,812,5,0,25607,2,,,Sí,1
1075,53,M,,506,3,2,38513,7426,,,Sí,1
1077,44,F,8641.0,388,13,1,3547,6134,,0.0,No,0
1078,63,F,6004.0,494,15,4,25672,604,,0.0,Sí,1
1079,51,M,10963.0,713,17,3,41819,4891,,0.0,Sí,0
1080,50,M,14796.0,421,15,2,14456,2582,,0.0,No,0
1081,45,F,9204.0,761,5,1,301,3122,,0.0,No,0
1082,48,F,8077.0,415,22,1,39872,7976,,0.0,Sí,1
1084,67,F,13526.0,335,11,3,41840,346,,0.0,Sí,0
1085,37,F,4261.0,366,28,3,43241,3443,,0.0,No,0
1086,57,F,1662.0,580,14,1,20545,2254,,0.0,Sí,1
1087,52,F,14397.0,778,7,0,49381,8302,,0.0,No,0
1088,48,M,12284.0,310,3,1,40478,22,,0.0,Sí,0
1089,48,M,9885.0,621,23,2,16178,3816,,0.0,No,0
1090,55,F,4390.0,539,20,3,18216,1707,,0.0,No,0
1091,39,M,10373.0,359,10,4,8242,6715,,0.0,No,0
1092,62,F,4018.0,464,11,3,7496,6053,,0.0,No,0
1093,58,M,10696.0,488,6,1,20866,3815,,0.0,Sí,0
1094,26,F,2902.0,786,5,2,28357,8938,,0.0,Sí,0
1095,69,M,5171.0,391,20,0,46252,514,,0.0,No,0
1096,26,F,1328.0,588,22,3,31212,6287,,0.0,No,1
1097,32,M,10631.0,808,13,1,5887,3039,,0.0,No,0
1098,30,M,14540.0,374,12,1,17862,5861,,0.0,No,0
1099,39,F,7295.0,727,19,1,34856,2856,,0.0,Sí,0
1100,33,F,4846.0,684,19,2,6040,2341,,0.0,Sí,1
1101,49,F,13359.0,352,21,1,24536,8516,,0.0,Sí,1
1102,19,M,1224.0,474,27,1,13440,6336,,0.0,Sí,0
1103,43,M,3520.0,773,5,1,47189,3362,,0.0,Sí,1
1104,31,M,9064.0,660,25,3,28371,7806,,0.0,Sí,1
1105,55,M,,569,20,1,19724,3490,,,No,0
1106,51,F,3407.0,706,21,2,2343,2507,,0.0,No,0
1107,25,F,7683.0,423,28,3,7188,8148,,0.0,No,0
1108,53,M,1810.0,675,9,1,34006,5167,,0.0,Sí,0
1109,38,F,7752.0,691,4,0,29096,3178,,0.0,Sí,0
1110,63,F,4117.0,481,29,2,45216,7431,,0.0,Sí,0
1111,60,F,5773.0,335,15,0,6856,3324,,0.0,Sí,0
1112,45,F,4290.0,511,3,2,22044,9754,,0.0,No,1
1113,63,M,13578.0,433,23,0,10620,1544,,0.0,No,0
1114,61,F,14769.0,790,7,1,20723,5851,,0.0,Sí,0
1117,37,M,5661.0,700,20,2,23475,4633,,0.0,Sí,0
1119,50,M,5606.0,731,14,2,32860,6286,,0.0,No,0
1120,61,M,10115.0,727,9,1,2415,9032,,0.0,Sí,0
1121,24,F,7421.0,816,26,4,4254,2265,,0.0,No,0
1122,25,F,4052.0,761,23,3,10637,8904,,0.0,Sí,0
1123,26,M,9207.0,480,3,3,24510,8258,,0.0,Sí,0
1124,19,M,12788.0,444,29,2,37301,8952,,0.0,No,0
1125,34,M,11595.0,564,9,1,6516,6287,,0.0,No,0
1126,69,M,5451.0,705,29,0,4401,5260,,0.0,No,0
1127,62,F,5925.0,783,21,3,35800,8656,,0.0,No,1
1128,54,M,13202.0,781,4,2,32122,4191,,0.0,No,0
1131,34,M,12167.0,638,6,1,43336,4852,,0.0,Sí,1
1132,55,F,10282.0,567,16,2,20822,6101,,0.0,Sí,1
1133,52,M,,565,27,4,6867,7547,,,Sí,1
1134,64,M,2746.0,827,18,0,46944,2760,,0.0,No,0
1136,47,F,10912.0,547,7,1,22381,1393,,0.0,No,0
1137,23,F,1448.0,318,3,0,39069,3693,,0.0,No,0
1139,68,F,12696.0,687,24,3,11830,1699,,0.0,Sí,1
1140,54,F,2568.0,394,3,2,10589,1120,,0.0,Sí,1
1141,52,F,12378.0,729,29,2,34830,5329,,0.0,No,1
1142,26,F,4491.0,336,28,1,4627,1571,,0.0,Sí,1
1143,23,F,11738.0,692,12,4,45910,728,,0.0,No,0
1144,30,M,13997.0,590,5,4,468,615,,0.0,Sí,0
1145,39,F,13667.0,602,22,3,1344,370,,0.0,Sí,0
1146,45,F,8310.0,700,17,4,25454,6767,,0.0,Sí,0
1147,47,M,7883.0,643,10,1,6098,5338,,0.0,No,0
1148,69,F,6984.0,817,7,3,44869,4942,,0.0,No,1
1149,53,F,10239.0,676,4,2,32229,9139,,0.0,No,1
1150,19,F,13826.0,464,10,4,36575,1119,,0.0,Sí,1
1151,53,M,8088.0,312,27,1,37504,9647,,0.0,Sí,0
1153,62,F,13822.0,422,23,2,15375,7019,,0.0,Sí,1
1154,59,M,5768.0,428,11,1,30106,2422,,0.0,No,0
1156,26,F,4821.0,608,8,3,36651,9532,,0.0,No,0
1157,18,M,,735,8,0,25905,9710,,,Sí,1
1158,30,M,,481,5,2,91,5825,,,No,0
1159,67,M,13702.0,342,5,1,49609,6760,,0.0,Sí,0
1160,32,F,13736.0,703,7,4,1884,8902,,0.0,No,0
1161,49,F,13897.0,562,22,3,13432,4570,,0.0,No,0
1162,51,M,11897.0,369,4,2,47050,573,,0.0,No,0
1163,60,M,7097.0,591,2,2,19505,507,,0.0,Sí,0
1164,48,M,3483.0,513,24,3,14202,6735,,0.0,No,0
1165,31,M,8719.0,446,19,0,10231,2222,,0.0,Sí,1
1166,64,F,5800.0,324,2,2,40410,7688,,0.0,No,1
1167,31,M,7382.0,622,16,1,40720,1294,,0.0,No,0
1168,65,F,14353.0,408,12,4,9595,9889,,0.0,No,0
1169,46,M,5829.0,550,15,4,20087,787,,0.0,No,0
1171,36,F,14087.0,474,23,2,34749,2233,,0.0,Sí,1
1172,44,M,7153.0,646,26,4,13918,8778,,0.0,No,0
1174,54,F,11052.0,301,24,3,42752,3249,,0.0,Sí,0
1175,54,F,12528.0,661,13,0,15813,6071,,0.0,No,1
1176,60,M,8612.0,595,6,4,4466,4036,,0.0,Sí,1
1177,45,F,11082.0,501,23,1,34999,8747,,0.0,Sí,0
1178,69,F,14018.0,588,2,3,22165,1709,,0.0,Sí,0
1179,41,M,13483.0,361,26,0,41164,5212,,0.0,Sí,1
1180,45,M,2097.0,801,14,1,13241,1510,,0.0,Sí,0
1181,53,F,2638.0,425,18,1,43179,5903,,0.0,No,0
1182,69,F,10850.0,348,6,4,13112,8167,,0.0,Sí,1
1183,35,M,10317.0,478,25,2,24797,7552,,0.0,Sí,0
1184,42,M,9455.0,792,19,3,9383,3506,,0.0,No,0
1185,52,F,12184.0,732,27,1,19699,6078,,0.0,No,0
1186,21,F,14207.0,601,26,4,11481,6432,,0.0,No,1
1187,31,M,1160.0,468,14,0,5175,3633,,0.0,Sí,1
1188,56,M,10448.0,568,13,1,17982,1461,,0.0,No,0
1189,43,F,6906.0,663,8,0,31334,5914,,0.0,Sí,0
1190,25,F,14057.0,399,5,3,17926,6352,,0.0,No,1
1191,41,M,9502.0,514,13,4,8333,2171,,0.0,No,0
1192,33,F,9418.0,396,6,0,14460,7928,,0.0,Sí,1
1193,37,F,9464.0,847,22,2,89,8594,,0.0,No,0
1195,24,F,5412.0,658,28,0,20790,6806,,0.0,No,0
1196,34,M,11114.0,589,26,4,5490,6115,,0.0,Sí,0
1197,39,M,4157.0,695,27,4,48055,8432,,0.0,No,0
1198,39,F,3338.0,659,29,1,43223,4656,,0.0,Sí,0
1199,29,F,6588.0,646,19,0,11704,8892,,0.0,Sí,1
1200,35,F,2601.0,423,11,0,32627,2670,,0.0,No,0
1201,63,F,6888.0,837,27,4,17593,4360,,0.0,No,0
1202,64,M,4718.0,721,16,2,37746,2548,,0.0,No,0
1203,32,F,6546.0,635,5,4,35992,2326,,0.0,No,1
1204,54,F,11614.0,802,12,2,37624,2796,,0.0,No,0
1205,33,M,2925.0,356,17,4,24177,7046,,0.0,No,1
1206,22,M,9758.0,375,2,3,22623,2206,,0.0,Sí,1
1207,19,F,,765,10,0,25935,5179,,,No,0
1208,69,M,7898.0,584,15,2,148,1610,,0.0,No,0
1209,45,M,9443.0,685,19,3,15263,8679,,0.0,Sí,0
1210,58,F,6652.0,558,20,2,24449,464,,0.0,No,1
1212,48,M,4501.0,310,25,1,31602,8857,,0.0,Sí,1
1214,53,M,11503.0,692,19,3,13538,9681,,0.0,No,0
1215,64,M,11307.0,668,19,3,46883,6965,,0.0,Sí,0
1216,60,M,8274.0,483,13,1,26981,798,,0.0,No,0
1217,18,F,2602.0,315,13,0,48956,2800,,0.0,Sí,0
1218,67,F,12462.0,805,16,1,2363,3240,,0.0,Sí,1
1219,46,M,8359.0,385,22,3,27508,3355,,0.0,Sí,0
1220,18,M,1513.0,309,21,2,3107,3929,,0.0,No,0
1221,25,F,9633.0,776,3,3,5628,859,,0.0,No,1
1222,33,M,9192.0,463,4,0,1451,8555,,0.0,Sí,1
1223,45,M,7501.0,323,27,3,48963,7688,,0.0,No,0
1224,39,F,14426.0,611,7,4,41409,5022,,0.0,Sí,0
1225,35,F,1902.0,537,3,3,15180,7584,,0.0,Sí,1
1226,39,F,6719.0,761,9,4,12377,6402,,0.0,No,0
1227,58,F,10412.0,761,8,1,43548,9107,,0.0,Sí,1
1228,29,M,9148.0,537,29,4,20319,1774,,0.0,Sí,1
1229,36,F,3321.0,321,18,3,30685,3365,,0.0,No,0
1230,42,F,1855.0,479,21,3,49101,8014,,0.0,Sí,0
1231,67,M,2017.0,798,14,3,23214,8342,,0.0,Sí,1
1232,22,M,6279.0,774,20,0,31113,7425,,0.0,No,0
1233,51,M,,638,28,1,17673,3021,,,Sí,0
1234,56,F,8712.0,830,29,4,49655,4237,,0.0,Sí,0
1235,27,M,5680.0,461,5,2,31877,6394,,0.0,No,0
1237,24,M,8072.0,384,10,3,46356,9262,,0.0,No,0
1238,54,F,7624.0,846,11,2,18531,760,,0.0,No,1
1239,64,M,13742.0,789,17,2,9657,4451,,0.0,No,0
1240,69,F,1195.0,304,8,4,4520,4627,,0.0,No,1
1241,69,F,5694.0,375,9,4,46109,2739,,0.0,Sí,0
1242,32,M,10524.0,552,8,4,36484,7439,,0.0,No,0
1244,41,F,,772,28,1,47599,6791,,,Sí,0
1245,43,M,,437,2,0,30558,7916,,,No,0
1246,43,F,13726.0,657,4,0,41610,6845,,0.0,No,0
1247,63,F,3697.0,462,16,4,29669,6867,,0.0,No,0
1248,43,F,13646.0,617,9,0,27838,9108,,0.0,Sí,1
1249,27,M,12299.0,757,26,4,1210,3943,,0.0,Sí,0
1250,34,F,2057.0,552,9,4,34955,3460,,0.0,Sí,0
1251,31,F,6207.0,500,21,4,8058,1492,,0.0,No,1
1252,19,F,11897.0,831,5,1,49520,3621,,0.0,Sí,0
1253,65,F,11255.0,464,26,3,43304,8918,,0.0,No,1
1254,30,M,3792.0,531,3,0,32699,9801,,0.0,No,0
1255,44,M,1420.0,627,14,0,11463,5018,,0.0,Sí,0
1256,26,F,13840.0,537,15,1,2843,8162,,0.0,No,1
1257,24,M,3814.0,419,6,1,14335,6750,,0.0,Sí,1
1258,65,M,3840.0,549,16,4,19834,4841,,0.0,Sí,1
1259,27,F,14437.0,635,23,4,27727,9131,,0.0,Sí,1
1260,26,M,2031.0,583,28,3,6644,7468,,0.0,Sí,1
1261,39,M,8639.0,497,10,0,45314,87,,0.0,No,0
1262,40,M,2491.0,715,14,1,42596,562,,0.0,Sí,0
1263,24,M,5975.0,694,12,3,30239,1268,,0.0,No,0
1266,44,F,1509.0,519,19,3,40428,6045,,0.0,No,1
1267,41,M,2859.0,515,12,4,17,9764,,0.0,Sí,0
1268,46,F,6061.0,614,13,3,46388,4654,,0.0,Sí,0
1269,34,F,2858.0,515,23,4,5999,3171,,0.0,Sí,0
1270,37,F,10105.0,634,13,0,18040,7512,,0.0,No,0
1271,24,M,14678.0,658,17,0,12397,7852,,0.0,Sí,1
1272,60,M,6607.0,460,2,4,45386,2800,,0.0,Sí,1
1273,57,F,3065.0,810,20,2,34055,6846,,0.0,Sí,0
1274,24,F,3966.0,456,23,3,16651,5038,,0.0,No,1
1275,45,F,,461,9,0,33202,9449,,,No,0
1276,36,M,7773.0,341,21,3,35265,4888,,0.0,No,0
1277,37,M,14081.0,479,8,2,39208,4780,,0.0,No,0
1278,61,M,13029.0,602,7,3,38805,1143,,0.0,Sí,1
1279,56,F,8892.0,629,5,2,40574,6703,,0.0,No,0
1280,57,M,10788.0,728,29,1,34381,747,,0.0,No,0
1281,24,M,5442.0,649,19,2,41678,7094,,0.0,No,0
1282,23,F,10247.0,419,3,0,44938,6445,,0.0,No,1
1283,42,M,14195.0,374,13,4,23548,3488,,0.0,Sí,0
1284,58,F,10215.0,422,6,4,48524,9337,,0.0,Sí,1
1285,30,M,4204.0,481,26,3,47515,2104,,0.0,No,0
1286,56,F,1575.0,556,11,1,44632,3856,,0.0,No,0
1287,57,M,1198.0,568,4,3,22847,5119,,0.0,No,0
1288,39,F,8423.0,792,3,2,25316,5258,,0.0,No,0
1289,66,M,2365.0,479,4,4,5695,2768,,0.0,Sí,0
1290,34,F,8834.0,448,3,2,13637,4059,,0.0,Sí,1
1291,65,F,2998.0,817,13,4,13878,1808,,0.0,No,0
1292,39,M,6350.0,447,15,4,37280,5480,,0.0,No,0
1293,51,M,7444.0,308,12,4,40728,409,,0.0,No,0
1295,66,M,4618.0,694,26,2,4886,1551,,0.0,No,0
1296,62,F,1025.0,630,11,3,3771,5362,,0.0,No,0
1298,41,M,4724.0,506,13,3,38672,3587,,0.0,Sí,1
1301,19,F,7593.0,654,29,3,15094,1727,,0.0,No,0
1302,44,F,11559.0,788,23,1,19896,4592,,0.0,Sí,0
1303,31,M,9662.0,802,20,2,25674,8168,,0.0,No,0
1304,65,F,11659.0,349,19,4,44765,2966,,0.0,No,0
1305,56,F,,386,19,2,46346,3360,,,No,1
1306,29,M,9069.0,602,27,0,27559,5662,,0.0,Sí,0
1307,49,F,5746.0,300,3,1,24487,8070,,0.0,Sí,1
1308,45,F,8589.0,680,16,2,11575,9604,,0.0,No,1
1309,45,F,10077.0,661,9,4,18228,9925,,0.0,Sí,0
1310,63,M,14217.0,680,27,4,3924,6700,,0.0,Sí,1
1311,42,M,,461,27,2,48469,3630,,,Sí,0
1312,21,F,10067.0,318,14,3,29097,3869,,0.0,Sí,1
1313,43,M,10133.0,542,28,2,45938,5200,,0.0,No,0
1314,53,F,4041.0,428,3,4,30509,2039,,0.0,No,1
1315,67,M,8765.0,475,3,2,21265,7454,,0.0,Sí,1
1316,20,F,,708,24,0,16918,1307,,,Sí,0
1317,18,F,1571.0,383,20,3,40345,6634,,0.0,Sí,1
1318,34,F,13341.0,675,7,2,5730,1724,,0.0,No,0
1319,24,F,9796.0,521,19,4,8476,5670,,0.0,Sí,0
1320,65,M,13612.0,624,24,2,40755,4690,,0.0,No,0
1321,22,F,12721.0,750,3,2,10861,2455,,0.0,Sí,0
1322,36,F,5980.0,715,21,1,25705,941,,0.0,Sí,1
1323,56,M,13552.0,744,1,2,41463,7092,,0.0,No,0
1324,63,M,9573.0,624,12,0,4141,5295,,0.0,No,0
1325,51,F,2236.0,822,21,4,40704,7688,,0.0,No,0
1326,52,F,3380.0,465,6,1,29839,3061,,0.0,No,1
1327,66,M,8177.0,537,7,2,22245,9476,,0.0,Sí,1
1328,33,F,14669.0,312,2,3,18767,8587,,0.0,No,0
1329,57,F,12971.0,556,18,0,18831,3763,,0.0,No,0
1330,67,F,11297.0,813,25,0,37572,7694,,0.0,No,0
1331,64,F,2517.0,509,15,0,47083,9282,,0.0,Sí,1
1332,56,F,,783,15,1,19653,2888,,,No,1
1333,44,F,6887.0,664,10,2,8568,9914,,0.0,Sí,1
1334,58,F,12486.0,524,17,0,42145,4443,,0.0,Sí,1
1335,55,F,12632.0,493,18,2,27855,4006,,0.0,No,0
1336,67,F,8859.0,495,18,3,39830,1086,,0.0,Sí,1
1337,67,M,4489.0,699,29,2,14379,6499,,0.0,No,0
1338,42,M,13137.0,356,15,2,2847,1304,,0.0,Sí,1
1340,31,F,,578,23,4,23830,1014,,,No,0
1341,31,F,3150.0,679,6,1,24467,8412,,0.0,No,1
1342,31,F,12424.0,416,9,2,33500,5848,,0.0,Sí,1
1343,42,M,6319.0,750,11,0,40081,9318,,0.0,No,0
1344,53,M,12423.0,709,15,4,23620,8664,,0.0,No,0
1346,64,M,5960.0,412,3,4,34926,415,,0.0,Sí,0
1347,32,M,12399.0,463,19,1,24195,1868,,0.0,Sí,0
1348,49,F,7061.0,303,1,4,44254,4112,,0.0,No,0
1350,31,M,6857.0,391,17,2,4619,7922,,0.0,No,0
